,idno,author.name,title,year,supergenre,genre,subgenre.cligs.important,author.country,author.viaf,author.bne,author.gender,title.main,title.viaf,title.bne,author.name.full,subtitle,availability,subgenre.cligs,genre.analyzed,genre.analyzed.cert,date.file,digital.source,digital.source.format,genre.subtitle,narrator,protagonist.gender,setting.type,form,publication,digital.source.idno,author.continent,authorText.group,authorText.subgroup,protagonist.name,protagonist.age,protagonist.socLevel,protagonist.profession,representation,setting.continent,setting.country,setting.settlement,setting.territory,text.movement,time.period,time.span,authorText.relation,end,time.year,keywords.cert,author.movement,author.submovement,author.date.birth,author.date.death,litHist.literaryQuality,litHist.brow,litHist.audience,author.litHist.pages,author.nonNovelGenre,litHist.pages,author.year.change,setting.settlement.represented.exist,setting.represented,MdLE,CoNSSA,CoNSSA.canon,HdLE,subgenre.lithist.MdLE,subgenre.lithist.HdLE,subgenre.edit.epublibre,subgenre.edit.amazon,subgenre.edit.wikidata,subgenre.edit.esdbpedia,subgenre.subtitle.bne,subgenre.subtitle.first.edition,subgenre.cluster,am.tokens,am.chars,am.divs,am.verses,am.sps,am.paragraphs,am.pds,am.numerals,am.puncts,am.blocks,am.chapters,am.shortStories,am.parts,am.sections,am.divisions,am.lg.poems,am.lg.stanzas,am.saids,am.narrative.ps,am.punctual.ss,len.abstract,am.fts,len.chapters.mean,len.chapters.std,len.chapters.median,len.chapters.iqr,am.conjunctions,am.determiners,am.nouns,am.verbs,am.adverbs,am.adjectives,am.adpositions,am.punctuations,am.pronouns,am.dates,am.numbers,am.interjections,am.ne.persons,am.ne.organizations,am.ne.locations,am.ne.others,am.ss,len.ss.mean,len.ss.std,len.ss.median,len.ss.iqr,am.ss.active.verbs.mean,am.ss.active.verbs.std,am.ss.active.verbs.median,am.ss.active.verbs.iqr,am.ws,am.ws.num.mean,am.ws.num.std,am.ws.num.median,am.ws.num.iqr,am.wnlex.noun.plants,am.wnlex.verb.communications,am.wnlex.noun.foods,am.wnlex.verb.possessions,am.wnlex.verb.cognitions,am.wnlex.noun.communications,am.wnlex.noun.states,am.wnlex.verb.statives,am.wnlex.noun.cognitions,am.wnlex.noun.times,am.wnlex.verb.bodys,am.wnlex.noun.persons,am.wnlex.adj.alls,am.wnlex.noun.quantitys,am.wnlex.noun.phenomenons,am.wnlex.verb.creations,am.wnlex.adj.perts,am.wnlex.adv.alls,am.wnlex.noun.processs,am.wnlex.noun.artifacts,am.wnlex.verb.perceptions,am.wnlex.noun.feelings,am.wnlex.verb.weathers,am.wnlex.noun.substances,am.wnlex.noun.shapes,am.wnlex.verb.competitions,am.wnlex.verb.motions,am.wnlex.noun.animals,am.wnlex.noun.acts,am.wnlex.noun.bodys,am.wnlex.noun.objects,am.wnlex.noun.motives,am.wnlex.verb.socials,am.wnlex.noun.groups,am.wnlex.verb.consumptions,am.wnlex.noun.possessions,am.wnlex.noun.Topss,am.wnlex.noun.relations,am.wnlex.noun.attributes,am.wnlex.verb.emotions,am.wnlex.noun.locations,am.wnlex.noun.events,am.wnlex.verb.contacts,am.wnlex.xxxs,am.wnlex.verb.changes,decade
ne0116,ne0116,Baroja,Camino,1902,narrative,novela,bildungsroman,Spain,36912891,XX842743,male,Camino de perfección,181655861,XX1879773,Pío Baroja,pasión mística,restricted,"modernist,philosophical,realist,sentimental,social,spiritual,symbolic,bildungsroman",novela,,2016-03-07,#epublibre,epub,,homodiegetic,male,mixed,prose,book,2350,Europe,la vida fantástica,,Fernando Ossorio,young,medium,doctor,realistic,Europe,Spain,mixed,mixed,social-realista,contemporary,1460,medium,positive,18??,high,modernism,3-modernista,1872,1956,high,high,,117,essay,3.0,1912,True,Spain,True,True,True,True,,bildungsroman,"Drama, Psicológico","Ficción clásica, Ficción contemporánea; Ficción clásica ; Historia; Ficción contemporánea ; Biografías y autobiografías, Historia; Ficción contemporánea",,,,,,60401,347516,73,14,0,2050,812,0,11805,2124,60,0,0,12,0,4,0,916,1238,3442,801,12,5988.67,3036.20,5682.00,4026.50,3890,10053,13926,10879,2759,3913,9602,11796,5295,27,324,107,967,176,359,85,2568,138.80,105.72,111.00,121.00,2.46,2.04,2.00,2.00,72571,,,,,182,997,132,264,635,542,265,2460,609,456,499,1499,2893,61,214,473,147,910,45,2215,743,215,107,240,66,104,1319,238,582,508,624,18,442,524,128,60,166,14,654,237,440,224,635,48041,744,1900
ne0118,ne0118,Baroja,Caudillos,1918,narrative,novela,adventure,Spain,36912891,XX842743,male,Los caudillos de 1830,,XX2298638,Pío Baroja,,restricted,"historical,memoir,realist,social,adventure",novela,,2016-03-16,#epublibre,epub,memorias,homodiegetic,male,rural,prose,book,1795,Europe,Memorias de un hombre de acción,,Eugenio de Aviraneta,adult,medium,mixed,realistic,Europe,Spain,Vera de Bidasoa,Navarra,modernista,contemporary,365,low,neutral,1830,low,modernism,3-modernista,1872,1956,,,,117,essay,0.2,1912,True,Vera de Bidasoa,True,True,False,True,memorias,memoria-histórico,"Aventuras, Histórico",Ficción contemporánea,,,memorias,,,39416,227883,59,24,0,1592,713,65,7185,1677,42,0,5,11,0,4,0,831,879,2771,1851,0,5670.29,3273.79,5534.50,3908.50,2434,5612,8951,7184,1661,1739,5743,6824,3578,32,243,53,1502,333,868,66,1896,116.58,89.46,97.00,91.25,2.12,1.93,2.00,2.00,44054,,,,,40,896,105,209,512,435,162,2026,304,339,296,1131,1296,66,62,338,83,541,33,759,173,138,24,63,16,79,751,77,468,177,181,9,394,395,110,38,72,14,288,118,240,142,279,29794,381,1910
ne0119,ne0119,Bayo,OrfeoInfierno,1912,narrative,novela,sentimental,Spain,59153970,XX1056564,male,Orfeo en el infierno,,XX2302656,Ciro Bayo,Novela,free,"realist,social,sentimental",novela,,2018-01-10,#abbyy,html,novel,heterodiegetic,male,big-city,prose,book,,Europe,,,María Mendi,young,medium,housewife,realistic,Europe,Spain,San Sebastián,País Vasco,,contemporary,7300,none,partial negative,18??,medium,modernism,1-modernista,1859,1939,low,,,3,essay,0.5,0,True,San Sebastián,True,True,False,False,,,,,,,novela,novela,,53385,300538,31,11,0,1589,860,23,11152,1645,28,0,2,0,0,8,0,1098,729,3239,713,0,10865.86,4640.91,10645.00,6717.50,3940,8254,12239,9936,2603,2446,8010,10689,5902,20,300,73,1287,140,465,143,2228,139.42,103.58,116.00,118.25,2.69,2.21,2.00,2.00,64412,,,,,44,1120,152,459,723,696,270,2480,452,364,379,2168,1671,64,102,517,88,844,15,1372,311,141,23,80,42,82,804,203,753,284,104,16,504,352,169,204,109,14,472,212,229,259,367,44180,518,1910
ne0120,ne0120,RdCastro,Loco,1881,narrative,novela,sentimental,Spain,51711491,XX881851,female,El primer loco,,bimo0000177647,Rosalía de Castro,,free,sentimental,novela,,2015-10-21,#bvmc,html,,homodiegetic,male,rural,prose,book,,Europe,,,Luis,adult,high,unknown,realistic,Europe,Spain,unknown,Galicia,realista,contemporary,300,none,negative,,high,realism,realista,1837,1885,,,,17,poetry,0.2,0,True,unknown,True,True,False,False,,,,,,,,,,30622,176532,8,4,0,354,297,1,5484,362,4,0,0,3,0,1,0,380,57,1109,967,3,44603.00,20755.08,39499.50,21840.00,2613,4326,5494,6084,2008,2111,4579,4952,3803,5,33,54,301,11,38,3,726,250.26,205.33,206.00,234.00,3.97,3.56,3.00,3.00,36062,,,,,86,443,19,220,327,287,278,1364,504,214,191,570,1566,27,126,279,30,780,16,371,354,263,23,46,8,34,415,54,383,284,159,26,453,64,59,24,131,8,352,322,167,159,239,23961,371,1880
ne0121,ne0121,Azorin,Voluntad,1902,narrative,novela,philosophical,Spain,2479761,XX825215,male,La voluntad,,XX1873731,"Azorín, José Martínez Ruiz ",Novela,restricted,"autobiographical,bildungsroman,psicological,sentimental,philosophical",novela,,2015-10-22,#epublibre,epub,novela,heterodiegetic,male,rural,prose,book,18755,Europe,trilogía autobiográfica,,Antonio Azorín,young,medium,artist,realistic,Europe,Spain,mixed,mixed,modernista,contemporary,4015,high,partial negative,,medium,modernism,3-modernista,1873,1967,high,high,elite,107,essay,3.0,0,True,Spain,True,True,True,True,novela impresionista,novela filosófica,Otros,Ficción clásica;,,,novela,,bucólica,58942,350637,68,13,0,847,241,124,11545,915,48,0,3,11,0,4,0,334,606,2837,703,11,6823.56,3616.08,6638.50,4253.00,3083,9386,13626,8813,2382,5015,7308,10424,3494,54,348,33,1301,365,421,174,2102,156.71,189.36,103.00,127.00,2.55,3.18,2.00,2.00,63966,,,,,85,835,109,195,594,1002,316,2465,711,468,356,1348,3435,86,88,405,201,738,40,1572,358,202,58,147,45,61,821,217,646,391,312,14,431,463,67,62,164,20,822,193,331,248,517,41744,582,1900
ne0122,ne0122,Azorin,Azorin,1903,narrative,novela,philosophical,Spain,2479761,XX825215,male,Antonio Azorín,,,"Azorín, José Martínez Ruiz ",Pequeño libro en que se habla de la vida de este peregrino señor,restricted,"autobiographical,psicological,sentimental,philosophical",novela,,2015-10-22,#epublibre,epub,libro,heterodiegetic,male,rural,prose,book,18883,Europe,trilogía autobiográfica,,Antonio Azorín,adult,medium,artist,realistic,Europe,Spain,mixed,mixed,modernista,contemporary,365,high,neutral,,medium,modernism,3-modernista,1873,1967,medium,high,elite,107,essay,2.0,0,True,Spain,True,True,True,True,,,Otros,"Ficción contemporánea; Ficción contemporánea ; Historia, teoría literaria y crítica, Historia, teoría literaria y crítica ; Educación, Historia, Educación",,,libro,,bucólica,46373,267109,64,7,0,828,261,111,8761,897,59,0,3,0,0,2,0,313,567,2523,1494,0,4593.95,3661.45,3230.00,3761.00,2925,7696,10379,8490,2167,3768,6136,8695,3797,52,413,45,819,220,344,64,2142,127.14,119.72,97.00,109.00,2.34,2.22,2.00,2.00,54563,,,,,171,720,170,230,467,621,145,2499,339,387,341,818,2795,49,93,339,78,777,16,1656,405,126,52,227,64,53,808,203,489,381,245,8,388,283,102,42,102,10,457,202,334,222,548,35577,524,1900
ne0123,ne0123,Azorin,Filosofo,1904,narrative,novela,autobiographical,Spain,2479761,XX825215,male,Las confesiones de un pequeño filósofo,,XX2336254,"Azorín, José Martínez Ruiz ",Novela,restricted,"memoir,modernist,philosophical,psicological,autobiographical",novela,,2015-10-22,#epublibre,epub,novela,autodiegetic,male,rural,prose,book,18912,Europe,trilogía autobiográfica,,Antonio Azorín,adult,medium,artist,realistic,Europe,Spain,Yecla,Valencia,modernista,contemporary,365,high,neutral,,medium,modernism,3-modernista,1873,1967,,,,107,essay,1.0,0,True,Yecla,True,True,False,False,,,Otros,,,,novela,novela,bucólica,17367,100071,49,9,0,237,30,4,2946,291,44,0,0,2,0,3,0,37,207,694,1051,2,2172.11,961.00,1897.00,734.25,1042,2825,3574,2810,790,1314,2270,2723,1400,4,81,10,156,35,68,17,596,159.36,124.57,136.50,135.50,2.67,2.11,2.00,3.00,18843,,,,,13,210,40,58,187,192,72,794,168,213,132,302,1009,13,29,136,21,280,3,661,186,90,8,59,30,20,270,74,150,117,81,2,113,110,39,8,52,9,156,61,97,80,195,12141,162,1900
ne0124,ne0124,Sender,Iman,1930,narrative,novela,historical,Spain,14776690,XX932757,male,Imán,203734957,XX2184744,Ramón José Sénder,,restricted,"philosophical,social,war-novel,historical",novela,,2015-10-23,#epublibre,epub,,heterodiegetic,male,rural,prose,book,4970,Europe,primeras novelas,,Viance,adult,medium,military personnel,realistic,Africa,Marocco,Annual,Protectorado Español de Marruecos,social-realista,contemporary,60,low,partial positive,,low,postwar,social-realista,1901,1982,,,,30,short-stories,0.2,0,True,Annual,True,True,False,True,novela social,novela de guerra,"Bélico, Histórico","Ficción, Europea, Antologías; Historia, teoría literaria y crítica, Sociedad y cultura, Infantil",,,,,bucólica,80170,458473,21,6,0,1883,935,64,16082,1910,16,0,3,0,0,2,0,1016,948,6832,775,0,29327.81,9316.68,31812.50,12782.25,5307,13460,18309,15672,4445,4242,11346,15943,6971,32,834,172,974,126,308,39,5837,80.25,55.87,69.00,68.00,1.59,1.22,1.00,1.00,96733,,,,,72,1102,176,473,876,737,530,3689,750,538,669,1590,3155,201,230,583,110,1625,126,2138,637,336,72,323,129,280,2336,327,1164,1362,731,46,749,586,179,60,146,33,695,290,525,479,953,63748,1176,1930
ne0125,ne0125,Sender,Crimen,1934,narrative,novela,historical,Spain,14776690,XX932757,male,Viaje a la aldea del crimen,316314310,XX2823093,Ramón José Sénder,,restricted,"philosophical,social,historical",novela,,2015-10-23,#epublibre,epub,,homodiegetic,male,rural,prose,book,8253,Europe,primeras novelas,,Curro Cruz (Seisdedos),mature,low,worker,neutral,Europe,Spain,Casa Viejas,Andalucía,social-realista,contemporary,7,medium,negative,,high,postwar,social-realista,1901,1982,,,,30,short-stories,0.2,0,True,Casa Viejas,True,True,False,True,novela social,,Memorias,"Periodismo, Historia",,,,,,39394,229728,53,0,0,692,296,56,7389,740,48,0,0,2,0,0,0,344,395,2834,308,2,4853.98,1676.75,4545.50,1852.25,2727,6711,8860,7076,1914,1812,5805,7109,3057,58,469,30,507,319,262,40,2480,93.08,99.09,74.00,77.00,1.70,1.54,1.00,1.00,45628,,,,,14,743,55,245,362,449,224,1987,363,298,239,1140,1310,65,84,243,102,657,41,953,300,169,36,98,41,104,691,73,588,253,192,14,503,529,86,47,99,33,381,95,365,216,319,30371,451,1930
ne0126,ne0126,Sender,Domingos,1932,narrative,novela,historical,Spain,14776690,XX932757,male,Siete domingos rojos,209903012,XX2823087,Ramón José Sénder,,restricted,"memoir,social,historical",novela,,2015-10-23,#epublibre,epub,,autodiegetic,male,big-city,prose,book,,Europe,primeras novelas,,Lucas Samar,young,medium,journalist,realistic,Europe,Spain,Madrid,Castilla,social-realista,contemporary,7,medium,negative,,high,postwar,social-realista,1901,1982,,,,30,short-stories,0.2,0,True,Madrid,True,True,False,True,novela social,,"Drama, Realista","Literaria, Ficción contemporánea;",,,,,,86570,488846,37,15,0,1929,1023,46,14595,1981,24,0,7,2,0,5,0,1119,906,7291,867,3,20541.50,6935.50,19905.00,9590.75,6920,13555,18178,17406,4598,4137,11357,14301,8690,65,594,114,1286,293,494,303,6198,78.82,63.66,64.00,65.00,1.67,1.40,1.00,1.00,99915,,,,,127,1838,127,476,1144,1154,423,4654,932,550,856,1936,3016,95,242,691,210,1582,40,2377,809,276,64,258,79,153,1791,353,1195,957,433,58,1009,724,156,61,233,23,710,449,514,483,828,64893,936,1930
ne0127,ne0127,RamonJimenez,Platero,1917,narrative,?,autobiographical,Spain,59077345,XX826262,male,Platero y yo,180811325,XX2032771,Juan Ramón Jiménez,,restricted,"memoir,modernist,philosophical,psicological,realist,social,autobiographical",novela,,2015-10-23,#epublibre,epub,,autodiegetic,male,rural,prose,book,1438,Europe,,,Juan Ramón Jiménez,adult,medium,artist,realistic,Europe,Spain,Moguer,Andalucía,modernista,contemporary,180,high,negative,,high,avantgarde,4-modernista,1881,1958,high,high,,153,poetry,7.0,0,True,Moguer,True,True,False,True,prosa,,Juvenil,"Poesía; Educación, Educación; Animales ficticios, Ficción clásica, Literatura y ficción",,,elegía andaluza,,bucólica,31473,175511,148,3,0,646,60,2,7177,788,138,0,0,7,0,1,0,66,586,1564,3,9,1292.67,340.23,1292.50,453.75,1995,5474,7913,4508,1338,2506,4697,6954,2499,50,98,37,796,146,222,69,1330,132.90,122.93,102.00,117.75,1.95,1.87,1.00,2.00,38069,,,,,218,235,110,119,223,277,153,1029,231,397,203,1003,1987,26,105,186,52,506,33,958,376,88,44,252,42,53,635,290,218,342,406,6,114,107,58,36,51,15,337,96,185,191,336,25431,307,1910
ne0129,ne0129,Aub,LuisAlvarez,1934,narrative,novela,sentimental,Spain,9842306,XX1720184,male,Luis Álvarez Petreña,173915863,XX2296452,Max Aub,,restricted,sentimental,novela,,2018-03-09,#abbyy,html,,autodiegetic,male,big-city,epistolar,book,,Europe,,,Luis Álvarez Petreña,adult,medium,writer,realistic,Europe,Spain,Madrid,Castilla,,contemporary,270,high,negative,1931,high,avantgarde,vanguardista,1903,1972,high,high,elite,50,theatre,1.0,0,True,Madrid,True,True,True,True,novela epistolar,,,"Poesía; Educación, Educación; Animales ficticios, Ficción clásica, Literatura y ficción",,,,,"mono-diálogo,bucólica",20167,110949,27,36,0,254,0,28,3933,314,25,0,0,0,0,3,0,0,254,1216,1683,1,4193.20,3989.68,2884.00,3800.00,1660,2213,2880,4115,1611,1017,2342,3786,2888,3,42,10,157,27,30,11,1116,94.77,95.35,70.00,73.25,1.95,2.29,1.00,1.00,22567,,,,,10,344,14,182,433,251,111,1196,273,135,176,202,782,11,45,241,23,495,3,266,94,121,2,24,10,32,261,24,223,90,93,18,208,44,49,14,60,3,205,205,69,105,125,15171,123,1930
ne0130,ne0130,Ganivet,Maya,1897,narrative,novela,historical,Spain,76339208,XX919410,male,La conquista del reino de Maya,185202783,,Ángel Ganivet,por el último conquistador español Pio Cid ,free,"adventure,philosophical,political-fiction,historical",novela,,2015-11-02,#bvmc,html,,autodiegetic,male,big-city,prose,book,,Europe,,,Pío García del Cid,adult,medium,politician,non-realistic,Africa,Maya,Maya,Maya,modernista,contemporary,7300,none,neutral,,high,modernism,2-modernista,1865,1898,medium,,,22,essay,2.0,0,False,Africa,True,True,True,True,,novela satírica,Aventuras,,,,,,,91975,541936,24,20,0,476,27,2,11993,519,23,0,0,0,0,3,0,34,449,2245,3,0,23682.30,4103.62,23393.00,7146.50,6656,16516,21484,14034,3999,6836,15481,11759,6573,10,631,4,993,301,742,136,2165,254.59,159.89,222.00,170.00,3.18,2.31,3.00,2.00,103983,,,,,109,890,150,937,787,1221,754,3913,1300,608,432,2405,5031,127,190,845,283,1370,73,1322,334,382,18,182,26,174,944,324,2094,479,427,35,1157,1104,128,233,373,94,1117,351,992,591,702,68084,891,1890
ne0131,ne0131,Burgos,Espirituados,1923,narrative,novela,naturalist,Spain,95256735,XX1010849,male,Los espirituados,,bimo0000624416,Carmen de Burgos,Novela,free,naturalist,novela,,2018-03-05,#bne,epub,novela,heterodiegetic,female,small-city,prose,book,,Europe,,,Aurelia,?,?,?,realistic,Europe,Spain,Jaca,Aragón,,contemporary,?,none,neutral,19??,low,avantgarde,3-modernista,1878,1932,,,,2,essay,0.5,0,True,Jaca,True,True,False,False,,,,,,,novela,novela,,56015,321875,27,27,0,1769,763,13,10413,1847,21,0,0,4,0,5,0,898,1006,3380,111,4,15787.57,3713.63,16269.00,5495.00,3610,9648,12362,10529,2654,3041,8301,10075,5737,176,194,66,717,280,420,100,2377,138.65,136.06,106.00,109.00,2.44,2.63,2.00,2.00,66393,,,,,139,986,116,370,617,596,341,2614,586,381,486,1942,2199,56,121,438,73,894,36,1256,543,319,36,170,40,92,791,151,746,529,251,16,630,383,102,55,156,26,625,423,368,266,522,44347,559,1920
ne0132,ne0132,Ganivet,Finlandesas,1898,non-fiction,?,philosophical,Spain,76339208,XX919410,male,Cartas finlandesas,207949940,XX1983328,Ángel Ganivet,,free,philosophical,ensayo,,2015-11-02,#bvmc,html,,heterodiegetic,male,small-city,prose,book,,Europe,,,Ángel Ganivet,adult,medium,writer,realistic,Europe,Spain,unknown,unknown,modernista,contemporary,unknown,high,neutral,,low,modernism,2-modernista,1865,1898,,,,22,essay,0.2,0,True,unknown,True,True,False,False,,,,,,,,,,52760,304734,23,28,4,314,14,88,7760,369,22,0,0,0,0,5,0,16,300,1474,3,0,13963.14,5378.60,12464.50,4221.50,4371,8617,11555,8962,2874,3756,7704,7607,4270,39,313,11,568,319,533,92,1401,221.42,140.34,192.00,166.00,3.50,2.45,3.00,3.00,60079,,,,,46,779,141,481,656,975,344,2825,843,286,373,1279,2627,71,86,458,317,891,32,829,193,123,16,121,20,84,646,121,948,176,239,24,565,581,108,108,192,38,670,183,445,268,305,39107,459,1890
ne0133,ne0133,Burgos,Rampa,1917,narrative,novela,naturalist,Spain,95256735,XX1010849,male,La rampa,,bimo0000624471,Carmen de Burgos,Novela,free,"realist,naturalist",novela,,2018-03-03,#bne,epub,novela,heterodiegetic,female,big-city,prose,book,,Europe,,,Isabel,?,?,?,realistic,Europe,Spain,Madrid,Castilla,,?,,none,negative,19??,low,avantgarde,3-modernista,1878,1932,,,,2,essay,0.2,0,True,Madrid,True,True,False,False,novela naturalista,,,,,,novela,novela,,62539,360997,30,6,0,1720,668,12,10774,1759,27,0,0,1,0,2,0,772,1052,3475,1,1,13713.81,5747.11,12659.00,8853.50,4112,10626,12999,12291,3095,3403,9274,9944,6819,24,263,48,680,133,171,64,2606,141.30,105.89,117.50,121.00,2.43,2.04,2.00,2.00,72898,,,,,67,891,227,571,790,649,600,2974,586,473,697,1996,2503,89,102,507,56,966,17,1279,603,480,32,121,19,118,933,130,937,489,141,21,892,455,156,156,166,23,853,389,248,320,522,47985,669,1910
ne0134,ne0134,Ganivet,Trabajos,1897,narrative,novela,philosophical,Spain,76339208,XX919410,male,Los trabajos del infatigable creador Pío Cid,308880964,XX3051789,Ángel Ganivet,,free,"comedy,political-fiction,symbolic,philosophical",novela,,2015-11-11,#archive,pdf,,heterodiegetic,male,big-city,prose,book,,Europe,,,Pío García del Cid,adult,medium,researcher,realistic,Europe,Spain,Madrid,Castilla,modernista,contemporary,150,high,neutral,,medium,modernism,2-modernista,1865,1898,,,,22,essay,3.0,0,True,Madrid,True,True,False,False,novela regeneracionista,,"Aventuras, Psicológico, Realista",,,,,,,158492,873064,13,223,8,2706,2068,39,27674,2950,6,0,2,4,0,19,0,3144,638,5898,1378,4,148779.33,24388.45,148680.00,33439.75,14730,20884,30293,36553,10675,7662,16911,26437,19779,33,658,114,3506,804,929,267,3634,247.49,206.19,193.00,210.00,5.90,5.35,4.00,6.00,184729,,,,,145,3882,219,1369,2788,2203,832,8948,1930,963,1584,4158,5662,180,449,1619,242,3123,56,2209,894,747,43,256,72,153,2564,292,2130,854,408,66,1781,823,223,283,361,24,1482,1032,738,631,1119,123708,1479,1890
ne0135,ne0135,Clarin,Hijo,1891,narrative,novela,realist,Spain,17218138,XX922976,male,Su único hijo,211738325,XX1851798,"Alas, Leopoldo",,free,"naturalist,sentimental,realist",novela,,2015-08-13,#bvmc,html,,heterodiegetic,male,small-city,prose,book,,Europe,,,Bonifacio Reyes,adult,medium,artist,realistic,Europe,Spain,unknown,Asturias,naturalista,contemporary,365,none,positive,,medium,realism,naturalista,1852,1901,high,high,elite,66,short-stories,3.0,0,True,unknown,True,True,True,True,novela naturalista,novela realista,Drama,,,Naturalista,,,,89371,514221,17,8,0,1154,465,1,19547,1178,16,0,0,0,0,5,0,536,689,3729,722,0,32577.25,15222.62,28310.50,21169.50,6638,13850,19610,15817,5251,5463,13821,17459,8965,31,303,157,1816,341,529,117,2914,182.23,169.38,135.00,188.75,2.87,2.86,2.00,3.00,107365,,,,,55,1500,158,657,1236,1249,729,4212,1280,601,797,2661,3908,112,210,819,264,1846,48,1434,792,582,43,169,74,98,1057,249,1194,708,297,46,902,710,139,241,287,32,1207,601,362,456,560,72040,742,1890
ne0136,ne0136,Azorin,DonaInes,1925,narrative,novela,sentimental,Spain,2479761,XX825215,male,Doña Inés,188305427,XX1873704,"Azorín, José Martínez Ruiz ",historia de amor,restricted,"sentimental,sentimental",novela,,2017-01-09,#abbyy,html,historia,heterodiegetic,female,mixed,prose,book,,Europe,Tres novelas sobre mitos literarios,,Inés,mature,high,lord,realistic,mixed,mixed,mixed,mixed,,contemporary,3650,none,negative,1840,medium,modernism,3-modernista,1873,1967,high,high,,107,essay,2.0,0,True,mixed,True,True,True,True,novela romántica,,,,,,historia,historia,bucólica,32967,188675,57,16,0,396,151,32,5777,466,50,0,0,1,0,5,0,192,245,2240,3788,1,3734.56,1144.47,3446.00,1502.75,1595,6057,8267,5469,1307,2115,4888,5665,2002,19,185,37,689,136,282,79,2033,92.82,70.60,75.00,64.00,1.44,1.22,1.00,1.00,37606,,,,,79,353,61,152,223,362,177,1603,326,401,195,786,1544,55,95,238,66,486,16,1248,315,101,63,169,60,19,612,99,352,339,237,3,259,162,46,25,63,11,453,149,243,159,298,24519,384,1920
ne0137,ne0137,Azorin,CaballeroInactual,1928,narrative,novela,philosophical,Spain,2479761,XX825215,male,El caballero inactual,,bimo0000636362,"Azorín, José Martínez Ruiz ",Etopeya,restricted,"vanguardist,philosophical",novela,,2018-01-09,#abbyy,html,Etopeya,heterodiegetic,male,big-city,prose,book,,Europe,Tres novelas vanguardistas,,Félix Vargas,adult,medium,artist,realistic,Europe,Spain,San Sebastián,País Vasco,vanguardista,contemporary,60,low,neutral,19??,medium,modernism,3-modernista,1873,1967,medium,,,107,essay,1.0,0,True,San Sebastián,True,True,True,True,vanguardista,,,,,,etopeya,etopeya,bucólica,22802,135910,52,0,0,247,115,10,5157,298,40,0,0,0,0,0,0,119,131,1615,2198,0,3396.45,835.12,3192.00,831.50,1019,4235,6245,2849,945,1953,3722,4945,1267,27,97,38,566,136,239,106,1442,95.37,76.39,76.00,77.00,0.96,1.40,1.00,1.00,27342,,,,,49,140,18,81,166,305,194,727,419,369,94,401,1417,54,89,107,82,345,27,732,199,112,13,111,58,14,331,54,320,161,190,8,171,87,27,15,130,7,454,53,105,110,165,18422,209,1920
ne0138,ne0138,Azorin,Pueblo,1930,narrative,novela,philosophical,Spain,2479761,XX825215,male,Pueblo,,XX2336313,"Azorín, José Martínez Ruiz ",Novela de los que trabajan y sufren,restricted,"realist,social,philosophical",novela,,2017-01-09,#abbyy,html,novela,autodiegetic,male,small-city,prose,book,,Europe,Tres novelas vanguardistas,,?,?,?,?,realistic,Europe,Spain,Alicante,Valencia,,contemporary,365,low,negative,1928,medium,modernism,3-modernista,1873,1967,medium,high,elite,107,essay,1.0,0,True,Alicante,True,True,False,True,novela vanguardista,,,Ficción contemporánea,,,novela,novela,bucólica,24182,138050,54,0,0,195,74,21,4750,246,45,0,0,2,0,0,0,79,121,1460,1189,2,3063.96,622.97,3036.00,801.00,1217,4772,6213,3517,1024,1674,3564,4597,1984,6,121,14,145,47,60,37,1303,108.08,79.28,93.00,84.00,1.40,1.67,1.00,2.00,28703,,,,,93,157,47,97,171,191,107,938,253,301,150,380,1275,55,146,158,36,372,37,974,166,120,37,182,109,18,457,157,235,272,343,2,157,188,57,22,77,10,401,107,179,110,234,18822,302,1930
ne0139,ne0139,Barga,VidaRota,1910,narrative,novela,social,Spain,30350,XX873463,male,La vida rota,,XX2377295,Corpus Barga,Novela,free,"realist,social",novela,,2017-01-09,#abbyy,html,novela,heterodiegetic,male,rural,prose,book,,Europe,,,Rafael Sánchez,young,medium,student,realistic,Europe,Spain,Belalcázar,Andalucía,,contemporary,365,high,negative,1910,medium,avantgarde,vanguardista,1887,1975,,,,17,short-stories,0.2,0,True,Belalcázar,True,True,False,True,,,,Ficción contemporánea,,,novela,,,34633,196830,33,0,0,1411,507,5,7832,1443,31,0,0,0,0,0,0,570,904,2875,4153,0,6434.65,5758.23,5002.00,6662.00,2300,5792,7750,6778,1808,1975,4364,7407,3596,4,127,81,930,124,110,52,2251,89.99,63.54,74.00,71.00,1.87,1.49,1.00,1.00,41982,,,,,34,656,80,123,304,303,117,1744,229,189,351,1353,1451,19,67,246,55,711,13,898,392,80,35,71,30,43,905,253,362,489,151,11,332,309,98,46,64,4,330,152,161,188,401,27774,358,1910
